text1,text2,score
I feel excited,I am happy,0.81
The movie was boring,The bed is comfortable,0.57
I feel excited,It is sunny today,0.25
I am a bit upset,I feel nervous,0.55
I am reading a book,I am cooking dinner,0.73
I am tired,I am cleaning my room,0.23
I am cleaning my room,I am cooking dinner,0.89
I am reading a book,It might snow today,0.4
I am learning something new,I am learning something new,0.83
I am going to the gym,I feel excited,0.49
I love listening to music,I feel nervous,0.25
I am reading a book,The weather is hot,0.38
I am tired,It is humid today,0.42
I am studying for exams,It is humid today,0.09
It might snow today,It is raining today,0.72
I am coding a project,I am watching a movie,0.91
I am cleaning my room,The bed is comfortable,0.42
I am playing football,It is windy today,0.38
The food tastes great,I am studying for exams,0.06
It is windy today,It is cloudy today,0.91
I am scared,The weather is cold,0.01
The food tastes great,The computer is running,0.97
The computer is running,The bed is comfortable,0.86
I love listening to music,I am playing football,0.32
The weather is hot,I am coding a project,0.24
I am reading a book,I am coding a project,0.74
I am reading a book,The bed is comfortable,0.24
I am tired,I am learning something new,0.33
The bed is comfortable,I am learning something new,0.93
I am playing football,The food tastes great,0.43
I am studying for exams,It is cloudy today,0.17
I am coding a project,It is cloudy today,0.18
It might snow today,I am a bit upset,0.44
I feel nervous,I feel nervous,0.84
I am cleaning my room,I am learning something new,0.26
I am going to the gym,It might snow today,0.4
I feel excited,I am cooking dinner,0.46
I am scared,I am studying for exams,0.14
The bed is comfortable,It is windy today,0.25
I am going to the gym,I am cooking dinner,0.99
I feel excited,I am a bit upset,0.77
The movie was boring,I am watching a movie,0.12
I feel nervous,I am going to the gym,0.13
I am learning something new,I am cooking dinner,0.36
I am scared,I am happy,0.68
I love listening to music,I love listening to music,1.0
I am happy,I am watching a movie,0.39
I am happy,I love listening to music,0.42
I am sad,I am feeling great,0.61
I am learning something new,I am learning something new,0.85
It is windy today,It is windy today,0.6
I am playing football,I am reading a book,0.89
The food tastes great,I love listening to music,0.76
I feel nervous,I am feeling great,0.77
I am happy,It might snow today,0.28
I feel excited,I am a bit upset,0.87
I am playing football,I am sad,0.21
I am a bit upset,I am learning something new,0.22
I am going to the gym,The movie was boring,0.41
It is windy today,I am learning something new,0.21
The computer is running,I am learning something new,0.93
The weather is hot,I feel nervous,0.44
It is cloudy today,It is cloudy today,0.73
It is windy today,The bed is comfortable,0.05
The weather is cold,It is windy today,0.87
I am coding a project,I am studying for exams,0.88
I am sad,I am scared,0.59
The food tastes great,It is windy today,0.37
I am a bit upset,I feel excited,0.99
The food tastes great,I feel excited,0.15
The bed is comfortable,I am coding a project,0.4
It is humid today,It is sunny today,0.63
I love listening to music,The bed is comfortable,0.51
The bed is comfortable,I am a bit upset,0.28
The bed is comfortable,I am learning something new,0.82
I am learning something new,I feel excited,0.09
I am reading a book,The movie was boring,0.38
It is humid today,It is raining today,0.94
It is sunny today,It is cloudy today,0.62
The computer is running,I am learning something new,0.91
I am scared,I am a bit upset,0.56
It is sunny today,The bed is comfortable,0.17
I love listening to music,I am learning something new,0.65
I am studying for exams,I love listening to music,0.01
The weather is hot,It might snow today,0.67
I am reading a book,I love listening to music,0.01
I am tired,I am sad,0.84
I am a bit upset,I am scared,0.59
It is windy today,I am scared,0.35
It is cloudy today,I am a bit upset,0.48
I love listening to music,I am scared,0.21
I am scared,I feel excited,0.84
The movie was boring,It is raining today,0.5
It is humid today,The bed is comfortable,0.47
The weather is cold,It is raining today,0.76
I am a bit upset,It is raining today,0.05
I am a bit upset,I am learning something new,0.21
I am tired,I feel excited,0.66
It is cloudy today,It is windy today,0.93
It is humid today,I am coding a project,0.27
The weather is cold,It is windy today,0.94
It is raining today,I am learning something new,0.04
I am going to the gym,I am tired,0.02
I am feeling great,The bed is comfortable,0.05
I am happy,I am a bit upset,0.65
I love listening to music,It is humid today,0.32
It might snow today,It might snow today,0.55
It is cloudy today,I am a bit upset,0.24
I am scared,I am scared,0.97
The movie was boring,I am cooking dinner,0.41
The bed is comfortable,I feel excited,0.15
The bed is comfortable,I am scared,0.4
I am sad,The computer is running,0.19
I love listening to music,The bed is comfortable,0.65
I feel nervous,I am a bit upset,0.72
The movie was boring,The food tastes great,0.57
The weather is hot,The weather is cold,0.65
It is cloudy today,It might snow today,0.86
It is cloudy today,I feel excited,0.24
I am watching a movie,It is raining today,0.48
I am coding a project,I am coding a project,0.94
The bed is comfortable,I am coding a project,0.49
The weather is hot,The weather is hot,0.66
The computer is running,The bed is comfortable,0.57
I love listening to music,I am sad,0.32
It is windy today,I am a bit upset,0.13
The computer is running,I love listening to music,0.76
The weather is hot,The bed is comfortable,0.04
I love listening to music,I love listening to music,0.78
I am scared,I am a bit upset,0.6
I am cooking dinner,I am studying for exams,0.9
I am a bit upset,I am tired,0.82
I am going to the gym,I am cleaning my room,0.59
It is cloudy today,I feel excited,0.07
The weather is hot,It is raining today,0.79
The weather is hot,I am cleaning my room,0.28
The weather is cold,It is sunny today,0.56
It might snow today,It might snow today,0.86
I am watching a movie,I am coding a project,0.8
It is humid today,I am cleaning my room,0.24
The weather is cold,It is raining today,0.69
I am coding a project,I am studying for exams,0.99
I am watching a movie,It is cloudy today,0.38
I am a bit upset,I am scared,0.99
It is sunny today,The weather is hot,0.64
It is raining today,It is humid today,0.83
I am playing football,I am going to the gym,0.98
The bed is comfortable,The food tastes great,0.77
The weather is cold,I am learning something new,0.15
It is windy today,It is cloudy today,0.68
The movie was boring,I am playing football,0.12
It is sunny today,It is sunny today,0.94
I feel excited,I am going to the gym,0.31
It is humid today,I am scared,0.44
The computer is running,I am watching a movie,0.01
It is cloudy today,It is raining today,1.0
The weather is hot,I feel excited,0.4
I am sad,I feel excited,0.72
I feel excited,The weather is cold,0.27
The food tastes great,The bed is comfortable,0.81
It is cloudy today,The movie was boring,0.12
It might snow today,I feel excited,0.29
I love listening to music,I feel nervous,0.34
I am scared,I am feeling great,0.65
I am tired,I am tired,0.94
It is windy today,It might snow today,0.61
The food tastes great,The bed is comfortable,0.67
It is raining today,It might snow today,0.84
The computer is running,I am learning something new,0.83
It is raining today,I am cleaning my room,0.12
The weather is cold,I am reading a book,0.45
The weather is cold,I am reading a book,0.11
I am cooking dinner,I am playing football,0.68
I am cleaning my room,The computer is running,0.23
The bed is comfortable,It is windy today,0.17
The food tastes great,It is sunny today,0.04
It might snow today,It is humid today,0.73
The food tastes great,The movie was boring,0.64
The food tastes great,I feel excited,0.25
I am happy,I am learning something new,0.33
I love listening to music,I love listening to music,0.8
I am cooking dinner,The weather is cold,0.19
I am learning something new,I love listening to music,0.66
I am coding a project,I am cleaning my room,0.56
I am going to the gym,It is raining today,0.29
I am scared,It is raining today,0.19
I am studying for exams,It is sunny today,0.44
I am playing football,I feel excited,0.06
It is cloudy today,It is humid today,0.58
I love listening to music,The computer is running,0.72
I am studying for exams,I am going to the gym,0.66
It might snow today,The weather is cold,0.81
It is cloudy today,It is raining today,0.57
I am reading a book,I am studying for exams,0.96
It is sunny today,It is cloudy today,0.72
I am happy,I love listening to music,0.26
The bed is comfortable,The movie was boring,0.88
I am cooking dinner,I am a bit upset,0.47
I love listening to music,I am reading a book,0.44
The movie was boring,I feel nervous,0.43
I am learning something new,I feel excited,0.01
I am playing football,I am playing football,0.76
It is humid today,I love listening to music,0.02
I feel nervous,The weather is cold,0.22
I am reading a book,It is sunny today,0.36
It is sunny today,I am tired,0.03
The weather is hot,It is raining today,0.96
I am going to the gym,The bed is comfortable,0.2
It is humid today,It is cloudy today,0.88
It is raining today,The weather is hot,0.87
I am coding a project,The movie was boring,0.31
The movie was boring,The movie was boring,0.57
I am coding a project,I am reading a book,0.59
It is raining today,The weather is cold,0.58
I am cleaning my room,It might snow today,0.38
I am cleaning my room,I am going to the gym,0.93
The weather is cold,The weather is hot,0.62
I am happy,I am sad,0.95
I feel nervous,I feel nervous,0.97
I love listening to music,The food tastes great,0.55
The bed is comfortable,It is cloudy today,0.0
I am cleaning my room,I am playing football,0.64
I am playing football,I am playing football,0.89
I am playing football,I am playing football,0.69
I am sad,I love listening to music,0.23
I am going to the gym,I am playing football,0.6
The weather is hot,It is cloudy today,0.76
I am cleaning my room,The food tastes great,0.01
